LocID,Region,yearr,PopMale,PopFemale,PopTotal,PopDensity
2038, South Asia,2050,1174,1119,2293,480.568
2038, South Asia,2051,1177,1123,2300,481.971
2038, South Asia,2052,1179,1127,2306,483.271
2038, South Asia,2053,1182,1130,2312,484.467
2038, South Asia,2054,1184,1133,2317,485.557
2038, South Asia,2055,1186,1136,2322,486.54
2038, South Asia,2056,1188,1138,2326,487.414
2038, South Asia,2057,1189,1140,2329,488.18
2038, South Asia,2058,1190,1142,2333,488.839
2038, South Asia,2059,1191,1144,2335,489.392
2038, South Asia,2060,1192,1146,2337,489.839
2038, South Asia,2061,1192,1147,2339,490.181
2038, South Asia,2062,1192,1148,2340,490.419
2038, South Asia,2063,1192,1149,2341,490.551
2038, South Asia,2064,1192,1149,2341,490.579
2038, South Asia,2065,1191,1149,2340,490.5
2038, South Asia,2066,1190,1149,2340,490.317
2038, South Asia,2067,1189,1149,2338,490.031
2038, South Asia,2068,1188,1148,2336,489.646
2038, South Asia,2069,1186,1148,2334,489.164
2038, South Asia,2070,1185,1147,2331,488.589
2038, South Asia,2071,1183,1146,2328,487.923
2038, South Asia,2072,1180,1144,2325,487.168
2038, South Asia,2073,1178,1142,2321,486.329
2038, South Asia,2074,1176,1141,2316,485.411
2038, South Asia,2075,1173,1139,2311,484.418
2038, South Asia,2076,1170,1136,2306,483.353
2038, South Asia,2077,1167,1134,2301,482.219
2038, South Asia,2078,1164,1131,2295,481.02
2038, South Asia,2079,1160,1129,2289,479.756
2038, South Asia,2080,1157,1126,2283,478.432
2038, South Asia,2081,1153,1123,2276,477.05
2038, South Asia,2082,1150,1120,2269,475.612
2038, South Asia,2083,1146,1116,2262,474.124
2038, South Asia,2084,1142,1113,2255,472.589
2038, South Asia,2085,1138,1109,2247,471.012
2038, South Asia,2086,1134,1106,2240,469.397
2038, South Asia,2087,1130,1102,2232,467.744
2038, South Asia,2088,1126,1098,2224,466.055
2038, South Asia,2089,1121,1094,2216,464.331
2038, South Asia,2090,1117,1090,2207,462.573
2038, South Asia,2091,1113,1086,2199,460.781
2038, South Asia,2092,1108,1082,2190,458.96
2038, South Asia,2093,1104,1077,2181,457.111
2038, South Asia,2094,1099,1073,2172,455.238
2038, South Asia,2095,1095,1069,2163,453.342
2038, South Asia,2096,1090,1064,2154,451.426
2038, South Asia,2097,1085,1060,2145,449.493
2038, South Asia,2098,1081,1055,2135,447.541
2038, South Asia,2099,1076,1050,2126,445.574
2038, South Asia,2100,1071,1046,2117,443.589
2033, Sub-Saharan Africa,1950,91,93,185,7.813
2033, Sub-Saharan Africa,1951,93,95,188,7.962
2033, Sub-Saharan Africa,1952,95,97,192,8.118
2033, Sub-Saharan Africa,1953,97,99,196,8.282
2033, Sub-Saharan Africa,1954,99,101,200,8.452
2033, Sub-Saharan Africa,1955,101,103,204,8.63
2033, Sub-Saharan Africa,1956,103,105,208,8.814
2033, Sub-Saharan Africa,1957,106,107,213,9.006
2033, Sub-Saharan Africa,1958,108,110,218,9.205
2033, Sub-Saharan Africa,1959,110,112,223,9.413
2033, Sub-Saharan Africa,1960,113,115,228,9.63
2033, Sub-Saharan Africa,1961,116,117,233,9.856
2033, Sub-Saharan Africa,1962,118,120,239,10.091
2033, Sub-Saharan Africa,1963,121,123,244,10.336
2033, Sub-Saharan Africa,1964,124,126,250,10.59
2033, Sub-Saharan Africa,1965,127,129,257,10.853
2033, Sub-Saharan Africa,1966,131,132,263,11.124
2033, Sub-Saharan Africa,1967,134,136,270,11.405
2033, Sub-Saharan Africa,1968,137,139,277,11.697
2033, Sub-Saharan Africa,1969,141,143,284,12
2033, Sub-Saharan Africa,1970,145,147,291,12.316
2033, Sub-Saharan Africa,1971,149,150,299,12.644
2033, Sub-Saharan Africa,1972,153,154,307,12.987
2033, Sub-Saharan Africa,1973,157,159,315,13.343
2033, Sub-Saharan Africa,1974,161,163,324,13.713
2033, Sub-Saharan Africa,1975,166,168,333,14.098
2033, Sub-Saharan Africa,1976,171,172,343,14.499
2033, Sub-Saharan Africa,1977,175,177,353,14.914
2033, Sub-Saharan Africa,1978,181,182,363,15.345
2033, Sub-Saharan Africa,1979,186,188,373,15.789
2033, Sub-Saharan Africa,1980,191,193,384,16.246
2033, Sub-Saharan Africa,1981,197,198,395,16.716
2033, Sub-Saharan Africa,1982,202,204,407,17.2
2033, Sub-Saharan Africa,1983,208,210,418,17.697
2033, Sub-Saharan Africa,1984,214,216,431,18.21
2033, Sub-Saharan Africa,1985,221,223,443,18.738
2033, Sub-Saharan Africa,1986,227,229,456,19.284
2033, Sub-Saharan Africa,1987,234,236,469,19.845
2033, Sub-Saharan Africa,1988,240,243,483,20.419
2033, Sub-Saharan Africa,1989,247,249,497,21.006
2033, Sub-Saharan Africa,1990,254,257,511,21.602
2033, Sub-Saharan Africa,1991,261,264,525,22.207
2033, Sub-Saharan Africa,1992,268,271,540,22.822
2033, Sub-Saharan Africa,1993,276,279,554,23.448
2033, Sub-Saharan Africa,1994,283,286,569,24.086
2033, Sub-Saharan Africa,1995,291,294,585,24.736
2033, Sub-Saharan Africa,1996,299,302,601,25.399
2033, Sub-Saharan Africa,1997,307,310,617,26.077
2033, Sub-Saharan Africa,1998,315,318,633,26.77
2033, Sub-Saharan Africa,1999,323,327,650,27.479
2033, Sub-Saharan Africa,2000,332,335,667,28.207
2033, Sub-Saharan Africa,2001,340,344,685,28.954
2033, Sub-Saharan Africa,2002,350,353,703,29.722
2033, Sub-Saharan Africa,2003,359,363,721,30.512
2033, Sub-Saharan Africa,2004,368,372,741,31.328
2033, Sub-Saharan Africa,2005,378,382,761,32.172
2033, Sub-Saharan Africa,2006,389,393,781,33.046
2033, Sub-Saharan Africa,2007,399,403,803,33.95
2033, Sub-Saharan Africa,2008,411,414,825,34.883
2033, Sub-Saharan Africa,2009,422,426,848,35.845
2033, Sub-Saharan Africa,2010,434,437,871,36.834
2033, Sub-Saharan Africa,2011,446,449,895,37.851
2033, Sub-Saharan Africa,2012,458,462,920,38.896
2033, Sub-Saharan Africa,2013,471,474,945,39.968
2033, Sub-Saharan Africa,2014,484,487,971,41.065
2033, Sub-Saharan Africa,2015,497,500,997,42.187
2033, Sub-Saharan Africa,2016,511,514,1025,43.333
2033, Sub-Saharan Africa,2017,525,527,1052,44.503
2033, Sub-Saharan Africa,2018,539,541,1080,45.696
2033, Sub-Saharan Africa,2019,553,556,1109,46.908
2033, Sub-Saharan Africa,2020,568,570,1138,48.14
2033, Sub-Saharan Africa,2021,583,585,1168,49.389
2033, Sub-Saharan Africa,2022,598,600,1198,50.657
2033, Sub-Saharan Africa,2023,613,615,1228,51.944
2033, Sub-Saharan Africa,2024,629,630,1259,53.252
2033, Sub-Saharan Africa,2025,645,646,1291,54.581
2033, Sub-Saharan Africa,2026,661,662,1322,55.933
2033, Sub-Saharan Africa,2027,677,678,1355,57.306
2033, Sub-Saharan Africa,2028,693,695,1388,58.699
2033, Sub-Saharan Africa,2029,710,711,1421,60.112
2033, Sub-Saharan Africa,2030,727,728,1455,61.544
2033, Sub-Saharan Africa,2031,744,745,1489,62.993
2033, Sub-Saharan Africa,2032,762,762,1524,64.461
2033, Sub-Saharan Africa,2033,779,780,1559,65.945
2033, Sub-Saharan Africa,2034,797,798,1595,67.446
2033, Sub-Saharan Africa,2035,815,816,1631,68.961
2033, Sub-Saharan Africa,2036,833,834,1667,70.491
2033, Sub-Saharan Africa,2037,851,852,1703,72.034
2033, Sub-Saharan Africa,2038,870,870,1740,73.59
2033, Sub-Saharan Africa,2039,888,889,1777,75.158
2033, Sub-Saharan Africa,2040,907,908,1814,76.739
2033, Sub-Saharan Africa,2041,926,926,1852,78.33
2033, Sub-Saharan Africa,2042,944,945,1890,79.931
2033, Sub-Saharan Africa,2043,963,965,1928,81.542
2033, Sub-Saharan Africa,2044,983,984,1966,83.161
2033, Sub-Saharan Africa,2045,1002,1003,2005,84.786
2033, Sub-Saharan Africa,2046,1021,1022,2043,86.419
2033, Sub-Saharan Africa,2047,1040,1042,2082,88.057
2033, Sub-Saharan Africa,2048,1059,1061,2121,89.7
2033, Sub-Saharan Africa,2049,1079,1081,2160,91.349
2033, Sub-Saharan Africa,2050,1098,1101,2199,93.001
2033, Sub-Saharan Africa,2051,1118,1120,2238,94.657
2033, Sub-Saharan Africa,2052,1137,1140,2277,96.316
2033, Sub-Saharan Africa,2053,1157,1160,2317,97.977
2033, Sub-Saharan Africa,2054,1176,1180,2356,99.639
2033, Sub-Saharan Africa,2055,1196,1200,2395,101.301
2033, Sub-Saharan Africa,2056,1215,1219,2434,102.963
2033, Sub-Saharan Africa,2057,1235,1239,2474,104.624
2033, Sub-Saharan Africa,2058,1254,1259,2513,106.284
2033, Sub-Saharan Africa,2059,1273,1279,2552,107.942
2033, Sub-Saharan Africa,2060,1293,1299,2591,109.597
2033, Sub-Saharan Africa,2061,1312,1318,2630,111.25
2033, Sub-Saharan Africa,2062,1331,1338,2669,112.898
2033, Sub-Saharan Africa,2063,1350,1358,2708,114.542
2033, Sub-Saharan Africa,2064,1369,1378,2747,116.18
2033, Sub-Saharan Africa,2065,1388,1397,2786,117.812
2033, Sub-Saharan Africa,2066,1407,1417,2824,119.436
2033, Sub-Saharan Africa,2067,1426,1436,2862,121.053
2033, Sub-Saharan Africa,2068,1445,1455,2900,122.661
2033, Sub-Saharan Africa,2069,1463,1475,2938,124.26
2033, Sub-Saharan Africa,2070,1482,1494,2976,125.848
2033, Sub-Saharan Africa,2071,1500,1513,3013,127.426
2033, Sub-Saharan Africa,2072,1518,1532,3050,128.993
2033, Sub-Saharan Africa,2073,1536,1550,3087,130.548
2033, Sub-Saharan Africa,2074,1554,1569,3123,132.089
2033, Sub-Saharan Africa,2075,1572,1587,3159,133.617
2033, Sub-Saharan Africa,2076,1589,1606,3195,135.131
2033, Sub-Saharan Africa,2077,1607,1624,3230,136.63
2033, Sub-Saharan Africa,2078,1624,1642,3266,138.112
2033, Sub-Saharan Africa,2079,1641,1659,3300,139.578
2033, Sub-Saharan Africa,2080,1658,1677,3334,141.026
2033, Sub-Saharan Africa,2081,1674,1694,3368,142.456
2033, Sub-Saharan Africa,2082,1690,1711,3402,143.867
2033, Sub-Saharan Africa,2083,1706,1728,3435,145.259
2033, Sub-Saharan Africa,2084,1722,1745,3467,146.631
2033, Sub-Saharan Africa,2085,1738,1761,3499,147.983
2033, Sub-Saharan Africa,2086,1753,1777,3530,149.316
2033, Sub-Saharan Africa,2087,1768,1793,3561,150.627
2033, Sub-Saharan Africa,2088,1783,1809,3592,151.917
2033, Sub-Saharan Africa,2089,1798,1824,3622,153.186
2033, Sub-Saharan Africa,2090,1812,1840,3651,154.434
2033, Sub-Saharan Africa,2091,1826,1854,3680,155.66
2033, Sub-Saharan Africa,2092,1840,1869,3709,156.864
2033, Sub-Saharan Africa,2093,1853,1883,3737,158.046
2033, Sub-Saharan Africa,2094,1867,1898,3764,159.206
2033, Sub-Saharan Africa,2095,1880,1911,3791,160.343
2033, Sub-Saharan Africa,2096,1893,1925,3818,161.458
2033, Sub-Saharan Africa,2097,1905,1938,3843,162.55
2033, Sub-Saharan Africa,2098,1917,1951,3869,163.62
2033, Sub-Saharan Africa,2099,1929,1964,3893,164.667
2033, Sub-Saharan Africa,2100,1941,1977,3918,165.691
2030, Western Europe,1950,172,188,360,82.701
2030, Western Europe,1951,173,189,362,83.247
2030, Western Europe,1952,175,190,365,83.835
2030, Western Europe,1953,176,191,368,84.444
2030, Western Europe,1954,178,193,370,85.061
2030, Western Europe,1955,179,194,373,85.679
2030, Western Europe,1956,180,195,376,86.297
2030, Western Europe,1957,182,197,378,86.922
2030, Western Europe,1958,183,198,381,87.564
2030, Western Europe,1959,185,199,384,88.238
2030, Western Europe,1960,186,201,387,88.957
2030, Western Europe,1961,188,202,391,89.725
2030, Western Europe,1962,190,204,394,90.532
2030, Western Europe,1963,192,206,398,91.353
2030, Western Europe,1964,194,207,401,92.154
2030, Western Europe,1965,195,209,404,92.909
2030, Western Europe,1966,197,210,407,93.608
2030, Western Europe,1967,199,212,410,94.256
2030, Western Europe,1968,200,213,413,94.866
2030, Western Europe,1969,201,214,416,95.454
2030, Western Europe,1970,203,216,418,96.034
2030, Western Europe,1971,204,217,421,96.61
2030, Western Europe,1972,205,218,423,97.173
2030, Western Europe,1973,206,219,425,97.718
2030, Western Europe,1974,207,220,428,98.237
2030, Western Europe,1975,209,221,430,98.722
2030, Western Europe,1976,210,222,432,99.175
2030, Western Europe,1977,210,223,434,99.598
2030, Western Europe,1978,211,224,435,99.99
2030, Western Europe,1979,212,225,437,100.353
2030, Western Europe,1980,213,225,438,100.686
2030, Western Europe,1981,213,226,440,100.991
2030, Western Europe,1982,214,227,441,101.27
2030, Western Europe,1983,215,227,442,101.535
2030, Western Europe,1984,215,228,443,101.799
2030, Western Europe,1985,216,228,444,102.073
2030, Western Europe,1986,216,229,446,102.359
2030, Western Europe,1987,217,230,447,102.656
2030, Western Europe,1988,218,230,448,102.967
2030, Western Europe,1989,219,231,450,103.294
2030, Western Europe,1990,219,232,451,103.637
2030, Western Europe,1991,220,233,453,104.003
2030, Western Europe,1992,221,233,454,104.389
2030, Western Europe,1993,222,234,456,104.774
2030, Western Europe,1994,223,235,458,105.125
2030, Western Europe,1995,223,236,459,105.425
2030, Western Europe,1996,224,236,460,105.659
2030, Western Europe,1997,224,236,461,105.842
2030, Western Europe,1998,225,237,461,106.011
2030, Western Europe,1999,225,237,462,106.219
2030, Western Europe,2000,226,238,464,106.503
2030, Western Europe,2001,227,239,465,106.874
2030, Western Europe,2002,228,240,467,107.32
2030, Western Europe,2003,229,241,469,107.818
2030, Western Europe,2004,230,242,472,108.337
2030, Western Europe,2005,231,243,474,108.851
2030, Western Europe,2006,232,244,476,109.357
2030, Western Europe,2007,233,245,478,109.857
2030, Western Europe,2008,234,246,480,110.341
2030, Western Europe,2009,235,247,482,110.802
2030, Western Europe,2010,236,248,484,111.23
2030, Western Europe,2011,237,249,486,111.62
2030, Western Europe,2012,238,249,487,111.97
2030, Western Europe,2013,239,250,489,112.293
2030, Western Europe,2014,240,251,490,112.606
2030, Western Europe,2015,240,251,492,112.921
2030, Western Europe,2016,241,252,493,113.244
2030, Western Europe,2017,242,252,494,113.567
2030, Western Europe,2018,243,253,496,113.874
2030, Western Europe,2019,243,253,497,114.143
2030, Western Europe,2020,244,254,498,114.357
2030, Western Europe,2021,244,254,498,114.512
2030, Western Europe,2022,245,254,499,114.614
2030, Western Europe,2023,245,254,499,114.675
2030, Western Europe,2024,245,254,499,114.715
2030, Western Europe,2025,245,254,499,114.748
2030, Western Europe,2026,245,254,500,114.776
2030, Western Europe,2027,245,254,500,114.798
2030, Western Europe,2028,246,254,500,114.813
2030, Western Europe,2029,246,254,500,114.817
2030, Western Europe,2030,246,254,500,114.809
2030, Western Europe,2031,246,254,500,114.789
2030, Western Europe,2032,246,254,500,114.759
2030, Western Europe,2033,246,254,499,114.72
2030, Western Europe,2034,246,254,499,114.671
2030, Western Europe,2035,245,253,499,114.611
2030, Western Europe,2036,245,253,499,114.54
2030, Western Europe,2037,245,253,498,114.459
2030, Western Europe,2038,245,253,498,114.368
2030, Western Europe,2039,245,253,497,114.265
2030, Western Europe,2040,245,252,497,114.151
2030, Western Europe,2041,244,252,496,114.027
2030, Western Europe,2042,244,252,496,113.891
2030, Western Europe,2043,244,251,495,113.743
2030, Western Europe,2044,244,251,494,113.584
2030, Western Europe,2045,243,250,494,113.412
2030, Western Europe,2046,243,250,493,113.228
2030, Western Europe,2047,243,249,492,113.032
2030, Western Europe,2048,242,249,491,112.823
2030, Western Europe,2049,242,248,490,112.604
2030, Western Europe,2050,241,248,489,112.372
2030, Western Europe,2051,241,247,488,112.131
2030, Western Europe,2052,240,247,487,111.878
2030, Western Europe,2053,240,246,486,111.617
2030, Western Europe,2054,239,245,485,111.346
2030, Western Europe,2055,239,245,483,111.067
2030, Western Europe,2056,238,244,482,110.781
2030, Western Europe,2057,238,243,481,110.489
2030, Western Europe,2058,237,243,480,110.191
2030, Western Europe,2059,237,242,478,109.891
2030, Western Europe,2060,236,241,477,109.59
2030, Western Europe,2061,235,240,476,109.288
2030, Western Europe,2062,235,240,474,108.986
2030, Western Europe,2063,234,239,473,108.687
2030, Western Europe,2064,234,238,472,108.392
2030, Western Europe,2065,233,238,471,108.101
2030, Western Europe,2066,232,237,469,107.816
2030, Western Europe,2067,232,236,468,107.538
2030, Western Europe,2068,231,236,467,107.267
2030, Western Europe,2069,231,235,466,107.002
2030, Western Europe,2070,230,234,465,106.745
2030, Western Europe,2071,230,234,464,106.495
2030, Western Europe,2072,229,233,463,106.253
2030, Western Europe,2073,229,233,461,106.018
2030, Western Europe,2074,229,232,461,105.791
2030, Western Europe,2075,228,231,460,105.572
2030, Western Europe,2076,228,231,459,105.36
2030, Western Europe,2077,227,230,458,105.155
2030, Western Europe,2078,227,230,457,104.958
2030, Western Europe,2079,227,229,456,104.768
2030, Western Europe,2080,226,229,455,104.586
2030, Western Europe,2081,226,229,454,104.41
2030, Western Europe,2082,226,228,454,104.242
2030, Western Europe,2083,225,228,453,104.08
2030, Western Europe,2084,225,227,452,103.925
2030, Western Europe,2085,225,227,452,103.778
2030, Western Europe,2086,224,227,451,103.636
2030, Western Europe,2087,224,226,451,103.502
2030, Western Europe,2088,224,226,450,103.373
2030, Western Europe,2089,224,226,449,103.25
2030, Western Europe,2090,223,226,449,103.131
2030, Western Europe,2091,223,225,448,103.018
2030, Western Europe,2092,223,225,448,102.908
2030, Western Europe,2093,223,225,447,102.803
2030, Western Europe,2094,222,225,447,102.701
2030, Western Europe,2095,222,224,447,102.601
2030, Western Europe,2096,222,224,446,102.505
2030, Western Europe,2097,222,224,446,102.41
2030, Western Europe,2098,222,224,445,102.317
2030, Western Europe,2099,221,224,445,102.224
2030, Western Europe,2100,221,223,445,102.131
900,World,1950,1266,1270,2536,19.497
900,World,1951,1290,1294,2584,19.863
900,World,1952,1314,1317,2631,20.223
900,World,1953,1337,1340,2678,20.582
900,World,1954,1361,1364,2725,20.945
900,World,1955,1386,1387,2773,21.316
900,World,1956,1411,1412,2822,21.695
900,World,1957,1436,1437,2873,22.086
900,World,1958,1463,1463,2926,22.489
900,World,1959,1490,1489,2980,22.903
900,World,1960,1518,1517,3035,23.329
900,World,1961,1547,1545,3092,23.766
900,World,1962,1577,1574,3150,24.216
900,World,1963,1607,1604,3211,24.682
900,World,1964,1639,1635,3274,25.166
900,World,1965,1673,1667,3340,25.671
900,World,1966,1707,1701,3408,26.196
900,World,1967,1743,1736,3479,26.74
900,World,1968,1780,1772,3552,27.3
900,World,1969,1818,1808,3626,27.87
900,World,1970,1855,1845,3700,28.444
900,World,1971,1894,1882,3776,29.023
900,World,1972,1932,1920,3852,29.607
900,World,1973,1971,1957,3928,30.192
900,World,1974,2009,1995,4004,30.776
900,World,1975,2048,2032,4079,31.358
900,World,1976,2086,2069,4155,31.936
900,World,1977,2124,2106,4230,32.511
900,World,1978,2162,2143,4305,33.088
900,World,1979,2200,2180,4381,33.672
900,World,1980,2240,2218,4458,34.268
900,World,1981,2280,2257,4537,34.875
900,World,1982,2320,2297,4617,35.493
900,World,1983,2362,2338,4700,36.124
900,World,1984,2405,2379,4784,36.773
900,World,1985,2449,2422,4871,37.442
900,World,1986,2494,2466,4961,38.131
900,World,1987,2541,2511,5053,38.837
900,World,1988,2588,2557,5145,39.552
900,World,1989,2635,2602,5237,40.259
900,World,1990,2681,2646,5327,40.949
900,World,1991,2725,2689,5414,41.618
900,World,1992,2768,2731,5499,42.269
900,World,1993,2810,2772,5582,42.904
900,World,1994,2851,2812,5663,43.531
900,World,1995,2892,2852,5744,44.154
900,World,1996,2933,2892,5825,44.774
900,World,1997,2973,2932,5905,45.391
900,World,1998,3013,2971,5985,46.004
900,World,1999,3053,3011,6064,46.614
900,World,2000,3093,3050,6143,47.223
900,World,2001,3134,3089,6223,47.832
900,World,2002,3174,3128,6302,48.44
900,World,2003,3214,3167,6381,49.051
900,World,2004,3255,3206,6461,49.665
900,World,2005,3296,3245,6542,50.286
900,World,2006,3338,3285,6624,50.913
900,World,2007,3380,3326,6706,51.547
900,World,2008,3423,3367,6789,52.186
900,World,2009,3465,3408,6873,52.829
900,World,2010,3508,3449,6957,53.475
900,World,2011,3550,3491,7041,54.124
900,World,2012,3593,3533,7126,54.774
900,World,2013,3636,3575,7211,55.426
900,World,2014,3678,3617,7295,56.077
900,World,2015,3721,3659,7380,56.727
900,World,2016,3763,3701,7464,57.374
900,World,2017,3805,3742,7548,58.018
900,World,2018,3847,3784,7631,58.658
900,World,2019,3889,3824,7713,59.291
900,World,2020,3930,3865,7795,59.917
900,World,2021,3970,3905,7875,60.533
900,World,2022,4010,3944,7954,61.14
900,World,2023,4049,3983,8032,61.738
900,World,2024,4087,4021,8109,62.329
900,World,2025,4125,4060,8184,62.912
900,World,2026,4162,4097,8259,63.487
900,World,2027,4199,4134,8333,64.054
900,World,2028,4235,4171,8406,64.614
900,World,2029,4270,4207,8478,65.166
900,World,2030,4305,4243,8548,65.71
900,World,2031,4340,4278,8618,66.247
900,World,2032,4374,4313,8687,66.777
900,World,2033,4407,4348,8755,67.298
900,World,2034,4440,4382,8822,67.811
900,World,2035,4472,4415,8888,68.316
900,World,2036,4504,4448,8952,68.812
900,World,2037,4535,4480,9015,69.299
900,World,2038,4566,4512,9078,69.778
900,World,2039,4596,4543,9139,70.248
900,World,2040,4625,4574,9199,70.709
900,World,2041,4654,4604,9258,71.162
900,World,2042,4683,4633,9316,71.606
900,World,2043,4710,4662,9372,72.041
900,World,2044,4738,4690,9428,72.467
900,World,2045,4764,4717,9482,72.884
900,World,2046,4791,4744,9535,73.292
900,World,2047,4816,4771,9587,73.691
900,World,2048,4841,4796,9637,74.08
900,World,2049,4866,4821,9687,74.46
900,World,2050,4889,4846,9735,74.831
900,World,2051,4913,4869,9782,75.192
900,World,2052,4935,4892,9828,75.544
900,World,2053,4958,4915,9873,75.887
900,World,2054,4979,4937,9916,76.221
900,World,2055,5000,4958,9958,76.545
900,World,2056,5020,4979,9999,76.86
900,World,2057,5040,4999,10039,77.166
900,World,2058,5059,5018,10078,77.463
900,World,2059,5078,5037,10115,77.752
900,World,2060,5096,5055,10151,78.032
900,World,2061,5114,5073,10187,78.304
900,World,2062,5131,5090,10221,78.567
900,World,2063,5147,5107,10254,78.823
900,World,2064,5164,5123,10287,79.071
900,World,2065,5179,5139,10318,79.311
900,World,2066,5194,5154,10348,79.543
900,World,2067,5209,5169,10377,79.768
900,World,2068,5223,5183,10406,79.985
900,World,2069,5236,5197,10433,80.195
900,World,2070,5249,5210,10459,80.398
900,World,2071,5262,5223,10485,80.593
900,World,2072,5274,5235,10509,80.781
900,World,2073,5286,5247,10533,80.963
900,World,2074,5297,5259,10555,81.137
900,World,2075,5308,5270,10577,81.305
900,World,2076,5318,5280,10598,81.466
900,World,2077,5328,5291,10618,81.621
900,World,2078,5337,5301,10638,81.77
900,World,2079,5346,5310,10656,81.912
900,World,2080,5354,5319,10674,82.048
900,World,2081,5363,5328,10691,82.177
900,World,2082,5370,5337,10707,82.301
900,World,2083,5378,5345,10722,82.419
900,World,2084,5384,5352,10737,82.531
900,World,2085,5391,5360,10751,82.638
900,World,2086,5397,5367,10764,82.739
900,World,2087,5403,5373,10776,82.835
900,World,2088,5408,5380,10788,82.927
900,World,2089,5413,5386,10799,83.012
900,World,2090,5418,5392,10810,83.093
900,World,2091,5423,5397,10820,83.168
900,World,2092,5427,5402,10829,83.238
900,World,2093,5430,5407,10837,83.303
900,World,2094,5434,5411,10845,83.362
900,World,2095,5437,5415,10852,83.416
900,World,2096,5439,5419,10858,83.464
900,World,2097,5441,5422,10864,83.506
900,World,2098,5443,5425,10868,83.542
900,World,2099,5445,5428,10872,83.573
900,World,2100,5446,5430,10875,83.596
